City,Country,Region,Category,Climate,Best_Month,Attractions,Cuisine_Name,Flavor_Profile,Hotel_Name,Star_Rating,Price_Per_Night,Amenities,Weather_Type,Average_Temperature,Budget_Range,Activities
Paris,France,Europe,city,Moderate,April,Louvre Museum; Eiffel Tower; Paris Landmark 2; Notre-Dame; Paris Landmark 1,Croissant,Sweet,Hotel Lutetia,4,223,Bar; Breakfast Included; Kids Club; Parking,Windy,10.0,$2207–$4816,skiing; culture; wildlife
Melbourne,Australia,Oceania,city,Moderate,Spring,Royal Botanic Gardens; Federation Square; Great Ocean Road; Melbourne Landmark 1; Melbourne Landmark 2,Flat White,Savory,Crown Towers,3,250,Bar; Conference Rooms; Beach Access; Spa; Kids Club; Pool,Humid,9.7,$2750–$6000,hiking; food; photography
Fiji,Fiji,South Asia,island,Hot,September,Fiji Landmark 2; Fiji Landmark 1; Mamanuca Islands; Coral Coast; Garden of the Sleeping Giant,Kokoda,Savory,Likuliku Lagoon Resort,4,171,WiFi; Restaurant; Conference Rooms; Bar; Spa; Gym; Kids Club,Rainy,26.8,$752–$1641,historic tours
Santorini,Greece,Europe,island,Moderate,Monsoon,Santorini Landmark 1; Fira; Santorini Landmark 2; Red Beach; Oia,Tomatokeftedes,Savory,Grace Hotel,5,197,Airport Shuttle; Restaurant; Pool,Humid,23.7,$1083–$2364,food; historic tours; relaxation
Prague,Czech Republic,Europe,heritage,Moderate,Summer,Prague Landmark 1; Old Town Square; Prague Castle; Charles Bridge; Prague Landmark 2,Trdelnik,Sweet,Aria Hotel,4,57,Bar; Parking; Airport Shuttle,Cold,11.0,$250–$547,adventure; wildlife
Jaipur,India,South Asia,heritage,Hot,Winter,Jaipur Landmark 1; Hawa Mahal; Amber Fort; City Palace; Jaipur Landmark 2,Dal Baati Churma,Savory,Rambagh Palace,3,197,Bar; Conference Rooms; Kids Club; Spa; Pool; Pet Friendly,Sunny,26.8,$866–$1891,historic tours; water-sports; hiking
Hanoi,Vietnam,Southeast Asia,city,Moderate,February,Old Quarter; Hanoi Landmark 1; Temple of Literature; Hoan Kiem Lake; Hanoi Landmark 2,Pho,Savory,InterContinental,5,111,Parking; Beach Access; Breakfast Included; Airport Shuttle,Humid,19.2,$488–$1065,hiking
Cairo,Egypt,Africa,heritage,Hot,November,Pyramids of Giza; Egyptian Museum; Cairo Landmark 2; Khan el-Khalili; Cairo Landmark 1,Koshari,Savory,Four Seasons Cairo,3,201,Conference Rooms; Beach Access; Pet Friendly; WiFi; Bar,Snowy,33.0,$1105–$2412,food; nightlife; relaxation; adventure
Prague,Czech Republic,Europe,heritage,Moderate,June,Prague Landmark 2; Prague Landmark 1; Prague Castle; Old Town Square; Charles Bridge,Trdelnik,Sweet,Aria Hotel,3,53,Airport Shuttle; WiFi; Pet Friendly; Restaurant; Bar; Beach Access,Windy,6.3,$174–$381,culture; historic tours; water-sports; spirituality
Santiago,Chile,Europe,city,Moderate,Monsoon,Cerro San Cristobal; The Andes; Santiago Landmark 1; Santiago Landmark 2; Plaza de Armas,Empanadas,Savory,W Santiago,4,257,Breakfast Included; Parking; Bar; Restaurant; Spa; WiFi; Gym,Moderate,20.9,$1413–$3084,culture; wildlife
Kuala Lumpur,Malaysia,Europe,city,Hot,Winter,Bukit Bintang; Batu Caves; Kuala Lumpur Landmark 2; Petronas Towers; Kuala Lumpur Landmark 1,Nasi Lemak,Savory,Traders Hotel,5,78,Pool; Breakfast Included; Pet Friendly; Spa; Gym,Humid,25.1,$772–$1684,water-sports; wildlife; nightlife
Prague,Czech Republic,Europe,heritage,Moderate,June,Prague Castle; Charles Bridge; Old Town Square; Prague Landmark 2; Prague Landmark 1,Trdelnik,Sweet,Aria Hotel,5,51,Gym; Kids Club; Spa; Restaurant; Breakfast Included,Humid,8.8,$448–$979,nightlife; skiing; historic tours
Rio de Janeiro,Brazil,Africa,beach,Hot,September,Christ the Redeemer; Rio de Janeiro Landmark 1; Rio de Janeiro Landmark 2; Copacabana; Sugarloaf Mountain,Feijoada,Savory,Hotel Fasano,4,281,Gym; Bar; Parking; Conference Rooms; Pet Friendly,Humid,30.3,$1236–$2697,food
Banff,Canada,North America,mountain,Cold,Summer,Banff Gondola; Lake Louise; Banff Landmark 1; Moraine Lake; Banff Landmark 2,Canadian Pancakes,Sweet,Fairmont Banff Springs,4,359,Kids Club; Parking; Breakfast Included; Restaurant; Airport Shuttle,Humid,-4.9,$2764–$6031,wildlife; water-sports; shopping; photography
Santorini,Greece,Europe,island,Moderate,May,Fira; Oia; Red Beach; Santorini Landmark 2; Santorini Landmark 1,Tomatokeftedes,Savory,Canaves Oia,4,326,Beach Access; Breakfast Included; WiFi; Spa; Pet Friendly,Rainy,19.2,$2151–$4694,food; relaxation; skiing; photography
Paris,France,Europe,city,Moderate,Monsoon,Eiffel Tower; Paris Landmark 1; Notre-Dame; Louvre Museum; Paris Landmark 2,Croissant,Sweet,Hotel Lutetia,3,189,WiFi; Pool; Pet Friendly; Parking; Bar; Restaurant,Sunny,12.6,$1871–$4082,spirituality; skiing; culture; adventure
Mexico City,Mexico,South America,city,Moderate,Autumn,Mexico City Landmark 2; Mexico City Landmark 1; Zocalo; Chapultepec Park; Frida Kahlo Museum,Tacos al Pastor,Spicy,St. Regis Mexico City,4,162,Airport Shuttle; Pet Friendly; Conference Rooms,Snowy,11.0,$891–$1944,relaxation; historic tours; water-sports
Ahmedabad,India,South Asia,heritage,Hot,Spring,Adalaj Stepwell; Ahmedabad Landmark 2; Ahmedabad Landmark 1; Sabarmati Ashram; Akshardham Temple,Dhokla,Savory,Hyatt Ahmedabad,4,60,Beach Access; WiFi; Breakfast Included; Spa; Parking,Sunny,34.1,$462–$1008,relaxation; adventure
Cairo,Egypt,Africa,heritage,Hot,Summer,Cairo Landmark 2; Egyptian Museum; Cairo Landmark 1; Khan el-Khalili; Pyramids of Giza,Koshari,Savory,Marriott Mena House,4,77,Airport Shuttle; Bar; Spa; Pet Friendly; Conference Rooms; Pool; Parking,Rainy,24.7,$254–$554,adventure
Hawaii (Oahu),USA,North America,island,Hot,Monsoon,Waikiki Beach; Haleakala; Road to Hana; Hawaii (Oahu) Landmark 1; Hawaii (Oahu) Landmark 2,Poke,Savory,The Ritz-Carlton Kapalua,4,221,Airport Shuttle; WiFi; Parking; Bar; Pool,Humid,27.3,$1701–$3712,culture; nightlife
Istanbul,Turkey,North America,heritage,Moderate,Winter,Istanbul Landmark 2; Hagia Sophia; Grand Bazaar; Topkapi Palace; Istanbul Landmark 1,Kebab,Savory,Swissotel,3,229,Gym; Beach Access; Parking; Airport Shuttle; Restaurant,Moderate,19.9,$2519–$5496,food; relaxation
Buenos Aires,Argentina,South America,city,Moderate,Winter,Recoleta; Buenos Aires Landmark 2; La Boca; Plaza de Mayo; Buenos Aires Landmark 1,Asado,Savory,Alvear Palace,4,118,Restaurant; WiFi; Spa,Sunny,21.9,$1168–$2548,historic tours; spirituality
Hanoi,Vietnam,Southeast Asia,city,Moderate,February,Hanoi Landmark 2; Old Quarter; Hoan Kiem Lake; Hanoi Landmark 1; Temple of Literature,Pho,Savory,Hanoi La Siesta,4,106,Pet Friendly; Pool; Restaurant,Sunny,15.1,$1166–$2544,food; hiking; photography; shopping
Varanasi,India,South Asia,spiritual,Moderate,Summer,Kashi Vishwanath; Dashashwamedh Ghat; Sarnath; Varanasi Landmark 1; Varanasi Landmark 2,Kachori Sabzi,Spicy,Hotel Ganges View,3,95,Restaurant; Breakfast Included; Gym; Conference Rooms; Pool,Windy,28.7,$522–$1140,shopping
Leh-Ladakh,India,South Asia,mountain,Cold,August,Leh-Ladakh Landmark 2; Pangong Lake; Nubra Valley; Leh-Ladakh Landmark 1; Thiksey Monastery,Tibetan Thenthuk,Savory,Ladakh Sarai,3,95,Gym; WiFi; Parking,Snowy,-3.4,$313–$684,hiking; historic tours; relaxation
Coorg,India,Europe,forest,Moderate,January,Dubare Elephant Camp; Coorg Landmark 2; Abbey Falls; Raja's Seat; Coorg Landmark 1,Pandi Curry,Savory,Coorg Hills Retreat,5,70,Bar; Pet Friendly; Airport Shuttle; Kids Club; Parking; WiFi,Snowy,28.6,$539–$1176,shopping; relaxation; photography; wildlife
Tokyo,Japan,East Asia,city,Moderate,Winter,Sensoji Temple; Tokyo Landmark 1; Tokyo Landmark 2; Tokyo Tower; Shibuya Crossing,Sushi,Savory,Mandarin Oriental,5,180,Spa; Breakfast Included; Beach Access; Pet Friendly; Gym; Restaurant,Sunny,18.6,$1980–$4320,hiking; culture
Kyoto,Japan,Southeast Asia,heritage,Moderate,Spring,Kyoto Landmark 2; Kyoto Landmark 1; Fushimi Inari; Kinkaku-ji; Gion District,Kaiseki,Savory,The Ritz-Carlton Kyoto,5,117,Parking; WiFi; Spa; Restaurant; Kids Club; Gym; Bar,Windy,10.9,$1158–$2527,nightlife; wildlife; historic tours; photography
Paris,France,Europe,city,Moderate,Spring,Louvre Museum; Paris Landmark 2; Eiffel Tower; Paris Landmark 1; Notre-Dame,Croissant,Sweet,Hotel Lutetia,4,181,Parking; Airport Shuttle; Kids Club; Pool; Pet Friendly; Conference Rooms; Gym,Sunny,13.5,$796–$1737,skiing
Singapore,Singapore,Southeast Asia,city,Hot,February,Sentosa; Singapore Landmark 2; Gardens by the Bay; Marina Bay Sands; Singapore Landmark 1,Chilli Crab,Spicy,Raffles Hotel,5,180,Parking; Pet Friendly; Breakfast Included; Kids Club; Bar,Snowy,27.7,$594–$1296,relaxation; photography; adventure
Lisbon,Portugal,South America,city,Moderate,June,Lisbon Landmark 2; Lisbon Landmark 1; Belém Tower; Jerónimos Monastery; Alfama,Pastel de Nata,Sweet,Pestana Palace,3,359,Kids Club; Breakfast Included; Airport Shuttle; Conference Rooms; Pool,Windy,19.8,$2764–$6031,adventure; water-sports
Manali,India,South Asia,mountain,Cold,Winter,Hadimba Temple; Rohtang Pass; Manali Landmark 1; Manali Landmark 2; Solang Valley,Trout Fish,Savory,The Himalayan,4,54,Bar; Restaurant; Breakfast Included; Beach Access,Windy,2.0,$475–$1036,relaxation; hiking; historic tours; food
Mexico City,Mexico,South America,city,Moderate,Spring,Mexico City Landmark 2; Frida Kahlo Museum; Chapultepec Park; Zocalo; Mexico City Landmark 1,Tacos al Pastor,Spicy,Four Seasons Mexico City,4,107,Gym; WiFi; Bar; Beach Access; Pool; Kids Club,Sunny,12.6,$353–$770,relaxation; culture; food; adventure
Buenos Aires,Argentina,South America,city,Moderate,Monsoon,La Boca; Plaza de Mayo; Buenos Aires Landmark 1; Recoleta; Buenos Aires Landmark 2,Asado,Savory,Faena Hotel,5,153,Parking; Gym; WiFi; Breakfast Included; Pet Friendly; Restaurant,Sunny,16.0,$1009–$2203,skiing
Coorg,India,Europe,forest,Moderate,February,Raja's Seat; Dubare Elephant Camp; Abbey Falls; Coorg Landmark 1; Coorg Landmark 2,Pandi Curry,Savory,Coorg Resort,4,117,Kids Club; Parking; Restaurant,Sunny,27.9,$900–$1965,skiing; spirituality; adventure; food
Hyderabad,India,South Asia,city,Hot,Winter,Hussain Sagar; Hyderabad Landmark 2; Charminar; Hyderabad Landmark 1; Ramoji Film City,Biryani,Savory,Taj Falaknuma,4,132,Beach Access; Kids Club; Gym,Windy,26.4,$435–$950,food; skiing; shopping; water-sports
Agra,India,South Asia,heritage,Hot,November,Taj Mahal; Agra Landmark 2; Agra Landmark 1; Agra Fort; Mehtab Bagh,Petha,Sweet,Trident Agra,5,221,Pet Friendly; Spa; Gym,Snowy,35.3,$1215–$2652,adventure; shopping; skiing; relaxation
Mexico City,Mexico,South America,city,Moderate,Monsoon,Zocalo; Mexico City Landmark 1; Frida Kahlo Museum; Mexico City Landmark 2; Chapultepec Park,Tacos al Pastor,Spicy,St. Regis Mexico City,4,226,Kids Club; Gym; WiFi; Parking,Windy,18.8,$994–$2169,photography; shopping; culture
Singapore,Singapore,Southeast Asia,city,Hot,Autumn,Singapore Landmark 2; Sentosa; Singapore Landmark 1; Marina Bay Sands; Gardens by the Bay,Chilli Crab,Spicy,Marina Bay Sands,3,231,Airport Shuttle; Restaurant; Pet Friendly; Beach Access; Kids Club; Breakfast Included,Sunny,34.6,$2032–$4435,wildlife; water-sports
Pondicherry,India,South Asia,beach,Moderate,November,Auroville; Pondicherry Landmark 2; Promenade Beach; Pondicherry Landmark 1; French Quarter,Seafood Thali,Savory,Le Pondy,4,79,Kids Club; Pool; Beach Access; Gym; Conference Rooms,Snowy,24.4,$608–$1327,photography; wildlife; shopping; food
Rio de Janeiro,Brazil,Africa,beach,Hot,Summer,Christ the Redeemer; Rio de Janeiro Landmark 1; Rio de Janeiro Landmark 2; Copacabana; Sugarloaf Mountain,Feijoada,Savory,Belmond Copacabana Palace,5,165,Pool; Bar; Kids Club,Humid,27.3,$1633–$3564,nightlife; food
Barcelona,Spain,Europe,city,Moderate,Summer,Park Güell; Barcelona Landmark 1; Sagrada Familia; Barcelona Landmark 2; La Rambla,Paella,Savory,W Barcelona,5,304,Airport Shuttle; Spa; Parking,Humid,20.9,$3344–$7296,culture; relaxation; water-sports
Prague,Czech Republic,Europe,heritage,Moderate,Summer,Charles Bridge; Prague Castle; Prague Landmark 1; Old Town Square; Prague Landmark 2,Trdelnik,Sweet,Aria Hotel,4,71,Breakfast Included; Pool; WiFi; Spa; Kids Club; Gym,Cold,6.4,$624–$1363,photography; water-sports
Singapore,Singapore,Southeast Asia,city,Hot,July,Singapore Landmark 2; Sentosa; Gardens by the Bay; Marina Bay Sands; Singapore Landmark 1,Chilli Crab,Spicy,Marina Bay Sands,4,136,Gym; Parking; Breakfast Included; Conference Rooms; Beach Access,Humid,28.2,$1346–$2937,water-sports; culture
Toronto,Canada,North America,city,Moderate,September,CN Tower; Toronto Landmark 2; Toronto Islands; Royal Ontario Museum; Toronto Landmark 1,Peameal Bacon Sandwich,Savory,Shangri-La,3,179,Pool; Restaurant; Parking; Airport Shuttle,Snowy,7.1,$590–$1288,photography; nightlife; culture
Los Angeles,USA,North America,city,Hot,Summer,Griffith Observatory; Hollywood; Los Angeles Landmark 2; Santa Monica Pier; Los Angeles Landmark 1,In-N-Out Burger,Savory,The Ritz-Carlton,4,239,Spa; Pool; Bar; Airport Shuttle; Pet Friendly; WiFi; Beach Access,Sunny,23.3,$1577–$3441,photography; historic tours; hiking; water-sports
Tokyo,Japan,East Asia,city,Moderate,April,Shibuya Crossing; Tokyo Landmark 2; Sensoji Temple; Tokyo Tower; Tokyo Landmark 1,Sushi,Savory,Park Hyatt Tokyo,4,350,Breakfast Included; Restaurant; Bar; Gym; WiFi,Rainy,21.5,$1155–$2520,food; shopping
Rio de Janeiro,Brazil,Africa,beach,Hot,Winter,Rio de Janeiro Landmark 1; Rio de Janeiro Landmark 2; Christ the Redeemer; Copacabana; Sugarloaf Mountain,Feijoada,Savory,Belmond Copacabana Palace,4,234,WiFi; Pool; Pet Friendly; Restaurant,Humid,28.6,$1801–$3931,adventure; relaxation
Buenos Aires,Argentina,South America,city,Moderate,March,Recoleta; La Boca; Plaza de Mayo; Buenos Aires Landmark 2; Buenos Aires Landmark 1,Asado,Savory,Faena Hotel,4,159,Pool; Breakfast Included; Beach Access,Cold,14.6,$1749–$3816,spirituality; food
Rome,Italy,Europe,heritage,Moderate,April,Trevi Fountain; Colosseum; Vatican City; Rome Landmark 1; Rome Landmark 2,Carbonara,Savory,Hotel Eden,5,153,Airport Shuttle; Parking; Pet Friendly; Gym; Kids Club; Breakfast Included,Snowy,20.2,$1514–$3304,photography; shopping; spirituality
Tokyo,Japan,East Asia,city,Moderate,Spring,Sensoji Temple; Tokyo Landmark 2; Tokyo Landmark 1; Shibuya Crossing; Tokyo Tower,Sushi,Savory,Park Hyatt Tokyo,4,166,Pool; Gym; Conference Rooms; Pet Friendly; Bar,Windy,13.3,$913–$1992,adventure
Cusco,Peru,South America,heritage,Cold,June,Machu Picchu; Cusco Landmark 1; Cusco Landmark 2; Sacsayhuamán; Plaza de Armas,Cuy,Savory,JW Marriott,5,197,WiFi; Pet Friendly; Gym; Breakfast Included; Parking; Spa; Bar,Sunny,8.9,$1083–$2364,culture; water-sports
Phuket,Thailand,Southeast Asia,beach,Hot,Autumn,Big Buddha; Patong Beach; Phi Phi Islands; Phuket Landmark 2; Phuket Landmark 1,Tom Yum Goong,Spicy,Phuket Marriott,4,127,Parking; Bar; Restaurant; Beach Access; Gym; Breakfast Included; Pet Friendly,Rainy,29.2,$698–$1524,food; spirituality
Hyderabad,India,South Asia,city,Hot,Winter,Hussain Sagar; Hyderabad Landmark 2; Charminar; Hyderabad Landmark 1; Ramoji Film City,Biryani,Savory,ITC Kakatiya,4,171,Spa; Parking; Kids Club; Pet Friendly; Conference Rooms; Bar,Sunny,29.5,$752–$1641,skiing; adventure
Kuala Lumpur,Malaysia,Europe,city,Hot,February,Batu Caves; Petronas Towers; Bukit Bintang; Kuala Lumpur Landmark 2; Kuala Lumpur Landmark 1,Nasi Lemak,Savory,Traders Hotel,5,121,Kids Club; Restaurant; Pet Friendly; Breakfast Included; Bar; WiFi; Conference Rooms,Humid,25.6,$798–$1742,relaxation
Prague,Czech Republic,Europe,heritage,Moderate,September,Charles Bridge; Prague Landmark 1; Prague Castle; Old Town Square; Prague Landmark 2,Trdelnik,Sweet,Aria Hotel,4,79,Bar; Parking; Beach Access,Windy,7.9,$434–$948,water-sports
Shimla,India,South Asia,mountain,Cold,January,Shimla Landmark 2; Christ Church; Jakhoo Temple; Shimla Landmark 1; Mall Road,Channa Madra,Savory,The Oberoi Cecil,4,51,Parking; Kids Club; Bar; Spa; Pool; Restaurant,Sunny,27.5,$561–$1224,spirituality; nightlife
Helsinki,Finland,Southeast Asia,city,Cold,March,Suomenlinna; Helsinki Landmark 1; Market Square; Helsinki Landmark 2; Helsinki Cathedral,Salmiakki,Savory,Hilton Helsinki,3,139,Spa; Beach Access; Gym,Cold,9.7,$1529–$3336,photography
Sydney,Australia,Oceania,city,Moderate,September,Harbour Bridge; Sydney Landmark 1; Sydney Opera House; Sydney Landmark 2; Bondi Beach,Meat Pie,Savory,Shangri-La Sydney,3,161,WiFi; Gym; Bar; Beach Access,Windy,27.0,$1771–$3864,adventure; spirituality; relaxation
Hawaii (Oahu),USA,North America,island,Hot,April,Hawaii (Oahu) Landmark 1; Waikiki Beach; Haleakala; Hawaii (Oahu) Landmark 2; Road to Hana,Poke,Savory,The Ritz-Carlton Kapalua,3,252,Pet Friendly; Parking; Kids Club,Windy,20.9,$2494–$5443,wildlife
Kathmandu,Nepal,South Asia,heritage,Moderate,Autumn,Pashupatinath; Boudhanath Stupa; Basantapur Durbar Square; Kathmandu Landmark 1; Kathmandu Landmark 2,Momo,Savory,Dwarika's Resort,3,52,Parking; Pool; Airport Shuttle; Pet Friendly,Rainy,15.6,$400–$873,wildlife; spirituality; food
Banff,Canada,North America,mountain,Cold,January,Banff Landmark 2; Banff Gondola; Banff Landmark 1; Moraine Lake; Lake Louise,Canadian Pancakes,Sweet,Rimrock Resort,4,317,Pet Friendly; Gym; Airport Shuttle; Parking; Kids Club; Conference Rooms; Spa,Sunny,2.3,$1046–$2282,photography; food; culture
Varanasi,India,South Asia,spiritual,Moderate,November,Dashashwamedh Ghat; Varanasi Landmark 2; Kashi Vishwanath; Varanasi Landmark 1; Sarnath,Kachori Sabzi,Spicy,Hotel Ganges View,4,68,Beach Access; Pool; Gym; Spa; WiFi; Restaurant,Rainy,19.2,$299–$652,nightlife; photography; adventure
Agra,India,South Asia,heritage,Hot,October,Agra Fort; Mehtab Bagh; Agra Landmark 2; Taj Mahal; Agra Landmark 1,Petha,Sweet,ITC Mughal,4,169,Beach Access; Breakfast Included; WiFi,Humid,27.5,$1487–$3244,spirituality; historic tours; relaxation; hiking
Lisbon,Portugal,South America,city,Moderate,September,Jerónimos Monastery; Lisbon Landmark 2; Alfama; Belém Tower; Lisbon Landmark 1,Pastel de Nata,Sweet,Four Seasons Lisbon,4,254,Spa; Restaurant; Beach Access; Breakfast Included,Windy,11.5,$1397–$3048,adventure; relaxation; culture
Banff,Canada,North America,mountain,Cold,January,Lake Louise; Banff Landmark 1; Banff Landmark 2; Banff Gondola; Moraine Lake,Canadian Pancakes,Sweet,Moose Hotel,4,350,Gym; Airport Shuttle; Spa; Pet Friendly,Snowy,5.7,$1925–$4200,skiing
Hawaii (Oahu),USA,North America,island,Hot,April,Road to Hana; Haleakala; Hawaii (Oahu) Landmark 1; Hawaii (Oahu) Landmark 2; Waikiki Beach,Poke,Savory,Halekulani,5,391,Gym; Airport Shuttle; Pool; WiFi; Spa,Humid,20.0,$1720–$3753,culture; hiking; shopping
Mexico City,Mexico,South America,city,Moderate,Winter,Mexico City Landmark 1; Frida Kahlo Museum; Chapultepec Park; Mexico City Landmark 2; Zocalo,Tacos al Pastor,Spicy,St. Regis Mexico City,4,85,Conference Rooms; Spa; Gym; Pet Friendly; WiFi; Airport Shuttle,Sunny,20.0,$374–$816,spirituality; food
Bengaluru,India,South Asia,city,Moderate,March,Lalbagh Botanical Garden; Cubbon Park; Bengaluru Landmark 2; Bengaluru Palace; Bengaluru Landmark 1,Idli,Savory,Taj MG Road,4,64,Breakfast Included; Restaurant; Airport Shuttle; Pool; Beach Access,Sunny,30.7,$563–$1228,water-sports; skiing; nightlife
Lisbon,Portugal,South America,city,Moderate,June,Jerónimos Monastery; Lisbon Landmark 2; Alfama; Lisbon Landmark 1; Belém Tower,Pastel de Nata,Sweet,Four Seasons Lisbon,4,122,Bar; Spa; Airport Shuttle,Windy,17.8,$805–$1756,water-sports
Varanasi,India,South Asia,spiritual,Moderate,October,Varanasi Landmark 1; Dashashwamedh Ghat; Sarnath; Varanasi Landmark 2; Kashi Vishwanath,Kachori Sabzi,Spicy,BrijRama Palace,3,103,Pool; Kids Club; Parking; WiFi,Humid,31.6,$566–$1236,water-sports; shopping; historic tours; adventure
Oslo,Norway,Other,city,Cold,Monsoon,Oslo Landmark 2; Oslo Landmark 1; Oslo Opera House; Akershus Fortress; Vigeland Park,Fårikål,Savory,The Thief,4,86,Gym; Beach Access; Bar; Breakfast Included; Pet Friendly; WiFi,Windy,22.4,$946–$2064,nightlife; culture; photography
Agra,India,South Asia,heritage,Hot,Winter,Agra Landmark 1; Agra Landmark 2; Taj Mahal; Mehtab Bagh; Agra Fort,Petha,Sweet,The Oberoi Amarvilas,4,192,Gym; Pet Friendly; Bar; Pool; Kids Club; Parking,Windy,31.7,$1056–$2304,photography
Varanasi,India,South Asia,spiritual,Moderate,February,Varanasi Landmark 2; Kashi Vishwanath; Varanasi Landmark 1; Sarnath; Dashashwamedh Ghat,Kachori Sabzi,Spicy,Ramada Plaza,4,55,Airport Shuttle; Conference Rooms; Parking,Humid,28.1,$605–$1320,culture; skiing; wildlife
